com.android.db.AllDataMailBody -> com.android.a.a:
    int start -> start
    int count -> count
    byte[] getBytes() -> getBytes
    byte[] getNewBytes() -> getNewBytes
    int getStart() -> getStart
    int getCount() -> getCount
    void setCount(int) -> setCount
    java.io.ByteArrayInputStream toByteArrayInputStream() -> toByteArrayInputStream
    void grow(int) -> grow
com.sun.mail.iap.CommandFailedException -> com.sun.mail.iap.CommandFailedException:
    long serialVersionUID -> serialVersionUID
com.sun.mail.iap.ConnectionException -> com.sun.mail.iap.ConnectionException:
    com.sun.mail.iap.Protocol p -> p
    long serialVersionUID -> serialVersionUID
    com.sun.mail.iap.Protocol getProtocol() -> getProtocol
com.sun.mail.iap.Literal -> com.sun.mail.iap.Literal:
    int size() -> size
    void writeTo(java.io.OutputStream) -> writeTo
com.sun.mail.iap.LiteralException -> com.sun.mail.iap.LiteralException:
    long serialVersionUID -> serialVersionUID
com.sun.mail.iap.ParsingException -> com.sun.mail.iap.ParsingException:
    long serialVersionUID -> serialVersionUID
com.sun.mail.iap.Protocol -> com.sun.mail.iap.Protocol:
    java.lang.String host -> host
    java.net.Socket socket -> socket
    boolean debug -> debug
    boolean quote -> quote
    java.io.PrintStream out -> out
    java.util.Properties props -> props
    java.lang.String prefix -> prefix
    boolean connected -> connected
    com.sun.mail.util.TraceInputStream traceInput -> traceInput
    com.sun.mail.iap.ResponseInputStream input -> input
    com.sun.mail.util.TraceOutputStream traceOutput -> traceOutput
    java.io.DataOutputStream output -> output
    int tagCounter -> tagCounter
    java.util.Vector handlers -> handlers
    long timestamp -> timestamp
    byte[] CRLF -> CRLF
    void initStreams(java.io.PrintStream) -> initStreams
    long getTimestamp() -> getTimestamp
    void addResponseHandler(com.sun.mail.iap.ResponseHandler) -> addResponseHandler
    void removeResponseHandler(com.sun.mail.iap.ResponseHandler) -> removeResponseHandler
    void notifyResponseHandlers(com.sun.mail.iap.Response[]) -> notifyResponseHandlers
    void processGreeting(com.sun.mail.iap.Response) -> processGreeting
    com.sun.mail.iap.ResponseInputStream getInputStream() -> getInputStream
    java.io.OutputStream getOutputStream() -> getOutputStream
    boolean supportsNonSyncLiterals() -> supportsNonSyncLiterals
    com.sun.mail.iap.Response readResponse() -> readResponse
    com.sun.mail.iap.ByteArray getResponseBuffer() -> getResponseBuffer
    java.lang.String writeCommand(java.lang.String,com.sun.mail.iap.Argument) -> writeCommand
    com.sun.mail.iap.Response[] command(java.lang.String,com.sun.mail.iap.Argument) -> command
    void handleResult(com.sun.mail.iap.Response) -> handleResult
    void simpleCommand(java.lang.String,com.sun.mail.iap.Argument) -> simpleCommand
    void startTLS(java.lang.String) -> startTLS
    void disconnect() -> disconnect
    void finalize() -> finalize
com.sun.mail.iap.ProtocolException -> com.sun.mail.iap.ProtocolException:
    com.sun.mail.iap.Response response -> response
    long serialVersionUID -> serialVersionUID
    com.sun.mail.iap.Response getResponse() -> getResponse
com.sun.mail.iap.Response -> com.sun.mail.iap.Response:
    int index -> index
    int pindex -> pindex
    int size -> size
    byte[] buffer -> buffer
    int type -> type
    java.lang.String tag -> tag
    int increment -> increment
    int TAG_MASK -> TAG_MASK
    int CONTINUATION -> CONTINUATION
    int TAGGED -> TAGGED
    int UNTAGGED -> UNTAGGED
    int TYPE_MASK -> TYPE_MASK
    int OK -> OK
    int NO -> NO
    int BAD -> BAD
    int BYE -> BYE
    int SYNTHETIC -> SYNTHETIC
    com.sun.mail.iap.Response byeResponse(java.lang.Exception) -> byeResponse
    void parse() -> parse
    void skipSpaces() -> skipSpaces
    void skipToken() -> skipToken
    void skip(int) -> skip
    byte peekByte() -> peekByte
    byte readByte() -> readByte
    java.lang.String readAtom() -> readAtom
    java.lang.String readAtom(char) -> readAtom
    java.lang.String readString(char) -> readString
    java.lang.String[] readStringList() -> readStringList
    int readNumber() -> readNumber
    long readLong() -> readLong
    java.lang.String readString() -> readString
    java.io.ByteArrayInputStream readBytes() -> readBytes
    com.sun.mail.iap.ByteArray readByteArray() -> readByteArray
    java.lang.String readAtomString() -> readAtomString
    java.lang.Object parseString(boolean,boolean) -> parseString
    int getType() -> getType
    boolean isContinuation() -> isContinuation
    boolean isTagged() -> isTagged
    boolean isUnTagged() -> isUnTagged
    boolean isOK() -> isOK
    boolean isNO() -> isNO
    boolean isBAD() -> isBAD
    boolean isBYE() -> isBYE
    boolean isSynthetic() -> isSynthetic
    java.lang.String getTag() -> getTag
    java.lang.String getRest() -> getRest
    void reset() -> reset
    java.lang.String toString() -> toString
com.sun.mail.iap.ResponseHandler -> com.sun.mail.iap.ResponseHandler:
    void handleResponse(com.sun.mail.iap.Response) -> handleResponse
com.sun.mail.iap.ResponseInputStream -> com.sun.mail.iap.ResponseInputStream:
    int minIncrement -> minIncrement
    int maxIncrement -> maxIncrement
    int incrementSlop -> incrementSlop
    java.io.BufferedInputStream bin -> bin
    com.sun.mail.iap.ByteArray readResponse() -> readResponse
    com.sun.mail.iap.ByteArray readResponse(com.sun.mail.iap.ByteArray) -> readResponse
com.sun.mail.imap.ACL -> com.sun.mail.imap.ACL:
    java.lang.String name -> name
    com.sun.mail.imap.Rights rights -> rights
    java.lang.String getName() -> getName
    void setRights(com.sun.mail.imap.Rights) -> setRights
    com.sun.mail.imap.Rights getRights() -> getRights
    java.lang.Object clone() -> clone
com.sun.mail.imap.AppendUID -> com.sun.mail.imap.AppendUID:
    long uidvalidity -> uidvalidity
    long uid -> uid
com.sun.mail.imap.DefaultFolder -> com.sun.mail.imap.DefaultFolder:
    java.lang.String getName() -> getName
    javax.mail.Folder getParent() -> getParent
    javax.mail.Folder[] list(java.lang.String) -> list
    javax.mail.Folder[] listSubscribed(java.lang.String) -> listSubscribed
    boolean hasNewMessages() -> hasNewMessages
    javax.mail.Folder getFolder(java.lang.String) -> getFolder
    boolean delete(boolean) -> delete
    boolean renameTo(javax.mail.Folder) -> renameTo
    void appendMessages(javax.mail.Message[]) -> appendMessages
    javax.mail.Message[] expunge() -> expunge
com.sun.mail.imap.DefaultFolder$1 -> com.sun.mail.imap.DefaultFolder$1:
    com.sun.mail.imap.DefaultFolder this$0 -> this$0
    java.lang.String val$pattern -> val$pattern
    java.lang.Object doCommand(com.sun.mail.imap.protocol.IMAPProtocol) -> doCommand
com.sun.mail.imap.DefaultFolder$2 -> com.sun.mail.imap.DefaultFolder$2:
    com.sun.mail.imap.DefaultFolder this$0 -> this$0
    java.lang.String val$pattern -> val$pattern
    java.lang.Object doCommand(com.sun.mail.imap.protocol.IMAPProtocol) -> doCommand
com.sun.mail.imap.IMAPBodyPart -> com.sun.mail.imap.IMAPBodyPart:
    com.sun.mail.imap.IMAPMessage message -> message
    com.sun.mail.imap.protocol.BODYSTRUCTURE bs -> bs
    java.lang.String sectionId -> sectionId
    java.lang.String type -> type
    java.lang.String description -> description
    boolean headersLoaded -> headersLoaded
    void updateHeaders() -> updateHeaders
    int getSize() -> getSize
    int getLineCount() -> getLineCount
    java.lang.String getContentType() -> getContentType
    java.lang.String getDisposition() -> getDisposition
    void setDisposition(java.lang.String) -> setDisposition
    java.lang.String getEncoding() -> getEncoding
    java.lang.String getContentID() -> getContentID
    java.lang.String getContentMD5() -> getContentMD5
    void setContentMD5(java.lang.String) -> setContentMD5
    java.lang.String getDescription() -> getDescription
    void setDescription(java.lang.String,java.lang.String) -> setDescription
    java.lang.String getFileName() -> getFileName
    void setFileName(java.lang.String) -> setFileName
    java.io.InputStream getContentStream() -> getContentStream
    javax.activation.DataHandler getDataHandler() -> getDataHandler
    void setDataHandler(javax.activation.DataHandler) -> setDataHandler
    void setContent(java.lang.Object,java.lang.String) -> setContent
    void setContent(javax.mail.Multipart) -> setContent
    java.lang.String[] getHeader(java.lang.String) -> getHeader
    void setHeader(java.lang.String,java.lang.String) -> setHeader
    void addHeader(java.lang.String,java.lang.String) -> addHeader
    void removeHeader(java.lang.String) -> removeHeader
    java.util.Enumeration getAllHeaders() -> getAllHeaders
    java.util.Enumeration getMatchingHeaders(java.lang.String[]) -> getMatchingHeaders
    java.util.Enumeration getNonMatchingHeaders(java.lang.String[]) -> getNonMatchingHeaders
    void addHeaderLine(java.lang.String) -> addHeaderLine
    java.util.Enumeration getAllHeaderLines() -> getAllHeaderLines
    java.util.Enumeration getMatchingHeaderLines(java.lang.String[]) -> getMatchingHeaderLines
    java.util.Enumeration getNonMatchingHeaderLines(java.lang.String[]) -> getNonMatchingHeaderLines
    void loadHeaders() -> loadHeaders
com.sun.mail.imap.IMAPFolder -> com.sun.mail.imap.IMAPFolder:
    java.lang.String fullName -> fullName
    java.lang.String name -> name
    int type -> type
    char separator -> separator
    javax.mail.Flags availableFlags -> availableFlags
    javax.mail.Flags permanentFlags -> permanentFlags
    boolean exists -> exists
    boolean isNamespace -> isNamespace
    java.lang.String[] attributes -> attributes
    com.sun.mail.imap.protocol.IMAPProtocol protocol -> protocol
    java.util.Vector messageCache -> messageCache
    java.lang.Object messageCacheLock -> messageCacheLock
    java.util.Hashtable uidTable -> uidTable
    char UNKNOWN_SEPARATOR -> UNKNOWN_SEPARATOR
    boolean opened -> opened
    boolean reallyClosed -> reallyClosed
    int RUNNING -> RUNNING
    int IDLE -> IDLE
    int ABORTING -> ABORTING
    int idleState -> idleState
    int total -> total
    int recent -> recent
    int realTotal -> realTotal
    long uidvalidity -> uidvalidity
    long uidnext -> uidnext
    boolean doExpungeNotification -> doExpungeNotification
    com.sun.mail.imap.protocol.Status cachedStatus -> cachedStatus
    long cachedStatusTime -> cachedStatusTime
    boolean debug -> debug
    java.io.PrintStream out -> out
    boolean connectionPoolDebug -> connectionPoolDebug
    boolean $assertionsDisabled -> $assertionsDisabled
    void checkExists() -> checkExists
    void checkClosed() -> checkClosed
    void checkOpened() -> checkOpened
    void checkRange(int) -> checkRange
    void checkFlags(javax.mail.Flags) -> checkFlags
    java.lang.String getName() -> getName
    java.lang.String getFullName() -> getFullName
    javax.mail.Folder getParent() -> getParent
    boolean exists() -> exists
    int findName(com.sun.mail.imap.protocol.ListInfo[],java.lang.String) -> findName
    javax.mail.Folder[] list(java.lang.String) -> list
    javax.mail.Folder[] listSubscribed(java.lang.String) -> listSubscribed
    javax.mail.Folder[] doList(java.lang.String,boolean) -> doList
    char getSeparator() -> getSeparator
    int getType() -> getType
    boolean isSubscribed() -> isSubscribed
    void setSubscribed(boolean) -> setSubscribed
    boolean create(int) -> create
    boolean hasNewMessages() -> hasNewMessages
    javax.mail.Folder getFolder(java.lang.String) -> getFolder
    boolean delete(boolean) -> delete
    boolean renameTo(javax.mail.Folder) -> renameTo
    void open(int) -> open
    void fetch(javax.mail.Message[],javax.mail.FetchProfile) -> fetch
    void setFlags(javax.mail.Message[],javax.mail.Flags,boolean) -> setFlags
    void close(boolean) -> close
    void forceClose() -> forceClose
    void close(boolean,boolean) -> close
    void cleanup(boolean) -> cleanup
    boolean isOpen() -> isOpen
    javax.mail.Flags getPermanentFlags() -> getPermanentFlags
    int getMessageCount() -> getMessageCount
    int getNewMessageCount() -> getNewMessageCount
    int getUnreadMessageCount() -> getUnreadMessageCount
    int getDeletedMessageCount() -> getDeletedMessageCount
    com.sun.mail.imap.protocol.Status getStatus() -> getStatus
    javax.mail.Message getMessage(int) -> getMessage
    void appendMessages(javax.mail.Message[]) -> appendMessages
    com.sun.mail.imap.AppendUID[] appendUIDMessages(javax.mail.Message[]) -> appendUIDMessages
    javax.mail.Message[] addMessages(javax.mail.Message[]) -> addMessages
    void copyMessages(javax.mail.Message[],javax.mail.Folder) -> copyMessages
    javax.mail.Message[] expunge() -> expunge
    javax.mail.Message[] expunge(javax.mail.Message[]) -> expunge
    javax.mail.Message[] search(javax.mail.search.SearchTerm) -> search
    javax.mail.Message[] search(javax.mail.search.SearchTerm,javax.mail.Message[]) -> search
    long getUIDValidity() -> getUIDValidity
    long getUIDNext() -> getUIDNext
    javax.mail.Message getMessageByUID(long) -> getMessageByUID
    javax.mail.Message[] getMessagesByUID(long,long) -> getMessagesByUID
    javax.mail.Message[] getMessagesByUID(long[]) -> getMessagesByUID
    long getUID(javax.mail.Message) -> getUID
    javax.mail.Quota[] getQuota() -> getQuota
    void setQuota(javax.mail.Quota) -> setQuota
    com.sun.mail.imap.ACL[] getACL() -> getACL
    void addACL(com.sun.mail.imap.ACL) -> addACL
    void removeACL(java.lang.String) -> removeACL
    void addRights(com.sun.mail.imap.ACL) -> addRights
    void removeRights(com.sun.mail.imap.ACL) -> removeRights
    com.sun.mail.imap.Rights[] listRights(java.lang.String) -> listRights
    com.sun.mail.imap.Rights myRights() -> myRights
    void setACL(com.sun.mail.imap.ACL,char) -> setACL
    java.lang.String[] getAttributes() -> getAttributes
    void idle() -> idle
    void waitIfIdle() -> waitIfIdle
    void handleResponse(com.sun.mail.iap.Response) -> handleResponse
    void handleResponses(com.sun.mail.iap.Response[]) -> handleResponses
    com.sun.mail.imap.protocol.IMAPProtocol getStoreProtocol() -> getStoreProtocol
    void throwClosedException(com.sun.mail.iap.ConnectionException) -> throwClosedException
    com.sun.mail.imap.protocol.IMAPProtocol getProtocol() -> getProtocol
    java.lang.Object doCommand(com.sun.mail.imap.IMAPFolder$ProtocolCommand) -> doCommand
    java.lang.Object doOptionalCommand(java.lang.String,com.sun.mail.imap.IMAPFolder$ProtocolCommand) -> doOptionalCommand
    java.lang.Object doCommandIgnoreFailure(com.sun.mail.imap.IMAPFolder$ProtocolCommand) -> doCommandIgnoreFailure
    java.lang.Object doProtocolCommand(com.sun.mail.imap.IMAPFolder$ProtocolCommand) -> doProtocolCommand
    void releaseStoreProtocol(com.sun.mail.imap.protocol.IMAPProtocol) -> releaseStoreProtocol
    void releaseProtocol(boolean) -> releaseProtocol
    void keepConnectionAlive(boolean) -> keepConnectionAlive
    com.sun.mail.imap.IMAPMessage getMessageBySeqNumber(int) -> getMessageBySeqNumber
    boolean isDirectory() -> isDirectory
    com.sun.mail.imap.protocol.Status access$0(com.sun.mail.imap.IMAPFolder) -> access$0
    int access$1(com.sun.mail.imap.IMAPFolder) -> access$1
    void access$2(com.sun.mail.imap.IMAPFolder,int) -> access$2
com.sun.mail.imap.IMAPFolder$1 -> com.sun.mail.imap.IMAPFolder$1:
    com.sun.mail.imap.IMAPFolder this$0 -> this$0
    java.lang.String val$lname -> val$lname
    java.lang.Object doCommand(com.sun.mail.imap.protocol.IMAPProtocol) -> doCommand
com.sun.mail.imap.IMAPFolder$10 -> com.sun.mail.imap.IMAPFolder$10:
    com.sun.mail.imap.IMAPFolder this$0 -> this$0
    javax.mail.Flags val$f -> val$f
    java.util.Date val$dd -> val$dd
    com.sun.mail.imap.MessageLiteral val$mos -> val$mos
    java.lang.Object doCommand(com.sun.mail.imap.protocol.IMAPProtocol) -> doCommand
com.sun.mail.imap.IMAPFolder$11 -> com.sun.mail.imap.IMAPFolder$11:
    com.sun.mail.imap.IMAPFolder this$0 -> this$0
    javax.mail.Flags val$f -> val$f
    java.util.Date val$dd -> val$dd
    com.sun.mail.imap.MessageLiteral val$mos -> val$mos
    java.lang.Object doCommand(com.sun.mail.imap.protocol.IMAPProtocol) -> doCommand
com.sun.mail.imap.IMAPFolder$12 -> com.sun.mail.imap.IMAPFolder$12:
    com.sun.mail.imap.IMAPFolder this$0 -> this$0
    java.lang.Object doCommand(com.sun.mail.imap.protocol.IMAPProtocol) -> doCommand
com.sun.mail.imap.IMAPFolder$13 -> com.sun.mail.imap.IMAPFolder$13:
    com.sun.mail.imap.IMAPFolder this$0 -> this$0
    javax.mail.Quota val$quota -> val$quota
    java.lang.Object doCommand(com.sun.mail.imap.protocol.IMAPProtocol) -> doCommand
com.sun.mail.imap.IMAPFolder$14 -> com.sun.mail.imap.IMAPFolder$14:
    com.sun.mail.imap.IMAPFolder this$0 -> this$0
    java.lang.Object doCommand(com.sun.mail.imap.protocol.IMAPProtocol) -> doCommand
com.sun.mail.imap.IMAPFolder$15 -> com.sun.mail.imap.IMAPFolder$15:
    com.sun.mail.imap.IMAPFolder this$0 -> this$0
    java.lang.String val$name -> val$name
    java.lang.Object doCommand(com.sun.mail.imap.protocol.IMAPProtocol) -> doCommand
com.sun.mail.imap.IMAPFolder$16 -> com.sun.mail.imap.IMAPFolder$16:
    com.sun.mail.imap.IMAPFolder this$0 -> this$0
    java.lang.String val$name -> val$name
    java.lang.Object doCommand(com.sun.mail.imap.protocol.IMAPProtocol) -> doCommand
com.sun.mail.imap.IMAPFolder$17 -> com.sun.mail.imap.IMAPFolder$17:
    com.sun.mail.imap.IMAPFolder this$0 -> this$0
    java.lang.Object doCommand(com.sun.mail.imap.protocol.IMAPProtocol) -> doCommand
com.sun.mail.imap.IMAPFolder$18 -> com.sun.mail.imap.IMAPFolder$18:
    com.sun.mail.imap.IMAPFolder this$0 -> this$0
    char val$mod -> val$mod
    com.sun.mail.imap.ACL val$acl -> val$acl
    java.lang.Object doCommand(com.sun.mail.imap.protocol.IMAPProtocol) -> doCommand
com.sun.mail.imap.IMAPFolder$19 -> com.sun.mail.imap.IMAPFolder$19:
    com.sun.mail.imap.IMAPFolder this$0 -> this$0
    java.lang.Object doCommand(com.sun.mail.imap.protocol.IMAPProtocol) -> doCommand
com.sun.mail.imap.IMAPFolder$2 -> com.sun.mail.imap.IMAPFolder$2:
    com.sun.mail.imap.IMAPFolder this$0 -> this$0
    boolean val$subscribed -> val$subscribed
    char val$c -> val$c
    java.lang.String val$pattern -> val$pattern
    java.lang.Object doCommand(com.sun.mail.imap.protocol.IMAPProtocol) -> doCommand
com.sun.mail.imap.IMAPFolder$3 -> com.sun.mail.imap.IMAPFolder$3:
    com.sun.mail.imap.IMAPFolder this$0 -> this$0
    java.lang.Object doCommand(com.sun.mail.imap.protocol.IMAPProtocol) -> doCommand
com.sun.mail.imap.IMAPFolder$4 -> com.sun.mail.imap.IMAPFolder$4:
    com.sun.mail.imap.IMAPFolder this$0 -> this$0
    java.lang.String val$lname -> val$lname
    java.lang.Object doCommand(com.sun.mail.imap.protocol.IMAPProtocol) -> doCommand
com.sun.mail.imap.IMAPFolder$5 -> com.sun.mail.imap.IMAPFolder$5:
    com.sun.mail.imap.IMAPFolder this$0 -> this$0
    boolean val$subscribe -> val$subscribe
    java.lang.Object doCommand(com.sun.mail.imap.protocol.IMAPProtocol) -> doCommand
com.sun.mail.imap.IMAPFolder$6 -> com.sun.mail.imap.IMAPFolder$6:
    com.sun.mail.imap.IMAPFolder this$0 -> this$0
    int val$type -> val$type
    char val$sep -> val$sep
    java.lang.Object doCommand(com.sun.mail.imap.protocol.IMAPProtocol) -> doCommand
com.sun.mail.imap.IMAPFolder$7 -> com.sun.mail.imap.IMAPFolder$7:
    com.sun.mail.imap.IMAPFolder this$0 -> this$0
    java.lang.Object doCommand(com.sun.mail.imap.protocol.IMAPProtocol) -> doCommand
com.sun.mail.imap.IMAPFolder$8 -> com.sun.mail.imap.IMAPFolder$8:
    com.sun.mail.imap.IMAPFolder this$0 -> this$0
    java.lang.Object doCommand(com.sun.mail.imap.protocol.IMAPProtocol) -> doCommand
com.sun.mail.imap.IMAPFolder$9 -> com.sun.mail.imap.IMAPFolder$9:
    com.sun.mail.imap.IMAPFolder this$0 -> this$0
    javax.mail.Folder val$f -> val$f
    java.lang.Object doCommand(com.sun.mail.imap.protocol.IMAPProtocol) -> doCommand
com.sun.mail.imap.IMAPFolder$FetchProfileItem -> com.sun.mail.imap.IMAPFolder$FetchProfileItem:
    com.sun.mail.imap.IMAPFolder$FetchProfileItem HEADERS -> HEADERS
    com.sun.mail.imap.IMAPFolder$FetchProfileItem SIZE -> SIZE
com.sun.mail.imap.IMAPFolder$ProtocolCommand -> com.sun.mail.imap.IMAPFolder$ProtocolCommand:
    java.lang.Object doCommand(com.sun.mail.imap.protocol.IMAPProtocol) -> doCommand
com.sun.mail.imap.IMAPInputStream -> com.sun.mail.imap.IMAPInputStream:
    com.sun.mail.imap.IMAPMessage msg -> msg
    java.lang.String section -> section
    int pos -> pos
    int blksize -> blksize
    int max -> max
    byte[] buf -> buf
    int bufcount -> bufcount
    int bufpos -> bufpos
    boolean peek -> peek
    com.sun.mail.iap.ByteArray readbuf -> readbuf
    int slop -> slop
    void forceCheckExpunged() -> forceCheckExpunged
    void fill() -> fill
    int read() -> read
    int read(byte[],int,int) -> read
    int read(byte[]) -> read
    int available() -> available
    void checkSeen() -> checkSeen
com.sun.mail.imap.IMAPMessage -> com.sun.mail.imap.IMAPMessage:
    com.sun.mail.imap.protocol.BODYSTRUCTURE bs -> bs
    com.sun.mail.imap.protocol.ENVELOPE envelope -> envelope
    java.util.Date receivedDate -> receivedDate
    int size -> size
    boolean peek -> peek
    int seqnum -> seqnum
    long uid -> uid
    java.lang.String sectionId -> sectionId
    java.lang.String type -> type
    java.lang.String subject -> subject
    java.lang.String description -> description
    boolean headersLoaded -> headersLoaded
    java.util.Hashtable loadedHeaders -> loadedHeaders
    java.lang.String EnvelopeCmd -> EnvelopeCmd
    com.sun.mail.imap.protocol.IMAPProtocol getProtocol() -> getProtocol
    boolean isREV1() -> isREV1
    java.lang.Object getMessageCacheLock() -> getMessageCacheLock
    int getSequenceNumber() -> getSequenceNumber
    void setSequenceNumber(int) -> setSequenceNumber
    void setMessageNumber(int) -> setMessageNumber
    long getUID() -> getUID
    void setUID(long) -> setUID
    void setExpunged(boolean) -> setExpunged
    void checkExpunged() -> checkExpunged
    void forceCheckExpunged() -> forceCheckExpunged
    int getFetchBlockSize() -> getFetchBlockSize
    javax.mail.Address[] getFrom() -> getFrom
    void setFrom(javax.mail.Address) -> setFrom
    void addFrom(javax.mail.Address[]) -> addFrom
    javax.mail.Address getSender() -> getSender
    void setSender(javax.mail.Address) -> setSender
    javax.mail.Address[] getRecipients(javax.mail.Message$RecipientType) -> getRecipients
    void setRecipients(javax.mail.Message$RecipientType,javax.mail.Address[]) -> setRecipients
    void addRecipients(javax.mail.Message$RecipientType,javax.mail.Address[]) -> addRecipients
    javax.mail.Address[] getReplyTo() -> getReplyTo
    void setReplyTo(javax.mail.Address[]) -> setReplyTo
    java.lang.String getSubject() -> getSubject
    void setSubject(java.lang.String,java.lang.String) -> setSubject
    java.util.Date getSentDate() -> getSentDate
    void setSentDate(java.util.Date) -> setSentDate
    java.util.Date getReceivedDate() -> getReceivedDate
    int getSize() -> getSize
    int getLineCount() -> getLineCount
    java.lang.String[] getContentLanguage() -> getContentLanguage
    void setContentLanguage(java.lang.String[]) -> setContentLanguage
    java.lang.String getInReplyTo() -> getInReplyTo
    java.lang.String getContentType() -> getContentType
    java.lang.String getDisposition() -> getDisposition
    void setDisposition(java.lang.String) -> setDisposition
    java.lang.String getEncoding() -> getEncoding
    java.lang.String getContentID() -> getContentID
    void setContentID(java.lang.String) -> setContentID
    java.lang.String getContentMD5() -> getContentMD5
    void setContentMD5(java.lang.String) -> setContentMD5
    java.lang.String getDescription() -> getDescription
    void setDescription(java.lang.String,java.lang.String) -> setDescription
    java.lang.String getMessageID() -> getMessageID
    java.lang.String getFileName() -> getFileName
    void setFileName(java.lang.String) -> setFileName
    java.io.InputStream getContentStream() -> getContentStream
    javax.activation.DataHandler getDataHandler() -> getDataHandler
    void setDataHandler(javax.activation.DataHandler) -> setDataHandler
    void writeTo(java.io.OutputStream) -> writeTo
    java.lang.String[] getHeader(java.lang.String) -> getHeader
    java.lang.String getHeader(java.lang.String,java.lang.String) -> getHeader
    void setHeader(java.lang.String,java.lang.String) -> setHeader
    void addHeader(java.lang.String,java.lang.String) -> addHeader
    void removeHeader(java.lang.String) -> removeHeader
    java.util.Enumeration getAllHeaders() -> getAllHeaders
    java.util.Enumeration getMatchingHeaders(java.lang.String[]) -> getMatchingHeaders
    java.util.Enumeration getNonMatchingHeaders(java.lang.String[]) -> getNonMatchingHeaders
    void addHeaderLine(java.lang.String) -> addHeaderLine
    java.util.Enumeration getAllHeaderLines() -> getAllHeaderLines
    java.util.Enumeration getMatchingHeaderLines(java.lang.String[]) -> getMatchingHeaderLines
    java.util.Enumeration getNonMatchingHeaderLines(java.lang.String[]) -> getNonMatchingHeaderLines
    javax.mail.Flags getFlags() -> getFlags
    boolean isSet(javax.mail.Flags$Flag) -> isSet
    void setFlags(javax.mail.Flags,boolean) -> setFlags
    void setPeek(boolean) -> setPeek
    boolean getPeek() -> getPeek
    void invalidateHeaders() -> invalidateHeaders
    void fetch(com.sun.mail.imap.IMAPFolder,javax.mail.Message[],javax.mail.FetchProfile) -> fetch
    void loadEnvelope() -> loadEnvelope
    java.lang.String craftHeaderCmd(com.sun.mail.imap.protocol.IMAPProtocol,java.lang.String[]) -> craftHeaderCmd
    void loadBODYSTRUCTURE() -> loadBODYSTRUCTURE
    void loadHeaders() -> loadHeaders
    void loadFlags() -> loadFlags
    boolean areHeadersLoaded() -> areHeadersLoaded
    void setHeadersLoaded(boolean) -> setHeadersLoaded
    boolean isHeaderLoaded(java.lang.String) -> isHeaderLoaded
    void setHeaderLoaded(java.lang.String) -> setHeaderLoaded
    java.lang.String toSection(java.lang.String) -> toSection
    javax.mail.internet.InternetAddress[] aaclone(javax.mail.internet.InternetAddress[]) -> aaclone
    javax.mail.Flags _getFlags() -> _getFlags
    com.sun.mail.imap.protocol.ENVELOPE _getEnvelope() -> _getEnvelope
    com.sun.mail.imap.protocol.BODYSTRUCTURE _getBodyStructure() -> _getBodyStructure
    void _setFlags(javax.mail.Flags) -> _setFlags
    javax.mail.Session _getSession() -> _getSession
    com.sun.mail.imap.protocol.ENVELOPE access$0(com.sun.mail.imap.IMAPMessage) -> access$0
    javax.mail.Flags access$1(com.sun.mail.imap.IMAPMessage) -> access$1
    com.sun.mail.imap.protocol.BODYSTRUCTURE access$2(com.sun.mail.imap.IMAPMessage) -> access$2
    boolean access$3(com.sun.mail.imap.IMAPMessage) -> access$3
    int access$4(com.sun.mail.imap.IMAPMessage) -> access$4
    boolean access$5(com.sun.mail.imap.IMAPMessage,java.lang.String) -> access$5
com.sun.mail.imap.IMAPMessage$1FetchProfileCondition -> com.sun.mail.imap.IMAPMessage$1FetchProfileCondition:
    boolean needEnvelope -> needEnvelope
    boolean needFlags -> needFlags
    boolean needBodyStructure -> needBodyStructure
    boolean needUID -> needUID
    boolean needHeaders -> needHeaders
    boolean needSize -> needSize
    java.lang.String[] hdrs -> hdrs
    boolean test(com.sun.mail.imap.IMAPMessage) -> test
com.sun.mail.imap.IMAPMultipartDataSource -> com.sun.mail.imap.IMAPMultipartDataSource:
    java.util.Vector parts -> parts
    int getCount() -> getCount
    javax.mail.BodyPart getBodyPart(int) -> getBodyPart
com.sun.mail.imap.IMAPNestedMessage -> com.sun.mail.imap.IMAPNestedMessage:
    com.sun.mail.imap.IMAPMessage msg -> msg
    com.sun.mail.imap.protocol.IMAPProtocol getProtocol() -> getProtocol
    boolean isREV1() -> isREV1
    java.lang.Object getMessageCacheLock() -> getMessageCacheLock
    int getSequenceNumber() -> getSequenceNumber
    void checkExpunged() -> checkExpunged
    boolean isExpunged() -> isExpunged
    int getFetchBlockSize() -> getFetchBlockSize
    int getSize() -> getSize
    void setFlags(javax.mail.Flags,boolean) -> setFlags
com.sun.mail.imap.IMAPSSLStore -> com.sun.mail.imap.IMAPSSLStore:
com.sun.mail.imap.IMAPStore -> com.sun.mail.imap.IMAPStore:
    int RESPONSE -> RESPONSE
    java.lang.String name -> name
    int defaultPort -> defaultPort
    boolean isSSL -> isSSL
    int port -> port
    int blksize -> blksize
    int statusCacheTimeout -> statusCacheTimeout
    int appendBufferSize -> appendBufferSize
    int minIdleTime -> minIdleTime
    java.lang.String host -> host
    java.lang.String user -> user
    java.lang.String password -> password
    java.lang.String proxyAuthUser -> proxyAuthUser
    java.lang.String authorizationID -> authorizationID
    java.lang.String saslRealm -> saslRealm
    com.sun.mail.imap.protocol.Namespaces namespaces -> namespaces
